Simulation has 15 agents and 0 obstacle vertices in it.
Running simulation
step= 0  t=0.000  (40.000, 0.000)  (36.542, 16.269)  (26.765, 29.726)  (12.361, 38.042)  (-4.181, 39.781)  (-20.000, 34.641)  (-32.361, 23.511)  (-39.126, 8.316)  (-39.126, -8.316)  (-32.361, -23.511)  (-20.000, -34.641)  (-4.181, -39.781)  (12.361, -38.042)  (26.765, -29.726)  (36.542, -16.269)
step= 11  t=11.000  (18.516, -0.000)  (16.915, 7.531)  (12.390, 13.760)  (5.722, 17.610)  (-1.935, 18.414)  (-9.258, 16.035)  (-14.980, 10.883)  (-18.111, 3.850)  (-18.111, -3.850)  (-14.980, -10.883)  (-9.258, -16.035)  (-1.935, -18.414)  (5.722, -17.610)  (12.390, -13.760)  (16.915, -7.531)
step= 12  t=12.000  (17.193, -0.000)  (15.707, 6.993)  (11.505, 12.777)  (5.313, 16.352)  (-1.797, 17.099)  (-8.597, 14.890)  (-13.910, 10.106)  (-16.818, 3.575)  (-16.818, -3.575)  (-13.910, -10.106)  (-8.597, -14.890)  (-1.797, -17.099)  (5.313, -16.352)  (11.505, -12.777)  (15.707, -6.993)
step= 13  t=13.000  (16.091, -0.000)  (14.700, 6.545)  (10.767, 11.958)  (4.973, 15.304)  (-1.682, 16.003)  (-8.046, 13.936)  (-13.018, 9.458)  (-15.740, 3.346)  (-15.740, -3.346)  (-13.018, -9.458)  (-8.046, -13.936)  (-1.682, -16.003)  (4.973, -15.304)  (10.767, -11.958)  (14.700, -6.545)
step= 14  t=14.000  (15.173, -0.000)  (13.861, 6.171)  (10.153, 11.276)  (4.689, 14.430)  (-1.586, 15.090)  (-7.587, 13.140)  (-12.275, 8.919)  (-14.842, 3.155)  (-14.842, -3.155)  (-12.275, -8.919)  (-7.587, -13.140)  (-1.586, -15.090)  (4.689, -14.430)  (10.153, -11.276)  (13.861, -6.171)
step= 15  t=15.000  (14.408, -0.000)  (13.162, 5.860)  (9.641, 10.707)  (4.452, 13.703)  (-1.506, 14.329)  (-7.204, 12.478)  (-11.656, 8.469)  (-14.093, 2.996)  (-14.093, -2.996)  (-11.656, -8.469)  (-7.204, -12.478)  (-1.506, -14.329)  (4.452, -13.703)  (9.641, -10.707)  (13.162, -5.860)
step= 16  t=16.000  (13.770, -0.000)  (12.580, 5.601)  (9.214, 10.233)  (4.255, 13.096)  (-1.439, 13.695)  (-6.885, 11.925)  (-11.140, 8.094)  (-13.469, 2.863)  (-13.469, -2.863)  (-11.140, -8.094)  (-6.885, -11.925)  (-1.439, -13.695)  (4.255, -13.096)  (9.214, -10.233)  (12.580, -5.601)
step= 17  t=17.000  (13.239, -0.000)  (12.094, 5.385)  (8.858, 9.838)  (4.091, 12.591)  (-1.384, 13.166)  (-6.619, 11.465)  (-10.710, 7.781)  (-12.949, 2.752)  (-12.949, -2.752)  (-10.710, -7.781)  (-6.619, -11.465)  (-1.384, -13.166)  (4.091, -12.591)  (8.858, -9.838)  (12.094, -5.385)
step= 18  t=18.000  (12.796, 0.000)  (11.690, 5.205)  (8.562, 9.509)  (3.954, 12.170)  (-1.338, 12.726)  (-6.398, 11.081)  (-10.352, 7.521)  (-12.516, 2.660)  (-12.516, -2.660)  (-10.352, -7.521)  (-6.398, -11.081)  (-1.338, -12.726)  (3.954, -12.170)  (8.562, -9.509)  (11.690, -5.205)
step= 19  t=19.000  (12.427, 0.000)  (11.352, 5.054)  (8.315, 9.235)  (3.840, 11.819)  (-1.299, 12.359)  (-6.213, 10.762)  (-10.053, 7.304)  (-12.155, 2.584)  (-12.155, -2.584)  (-10.053, -7.304)  (-6.213, -10.762)  (-1.299, -12.359)  (3.840, -11.819)  (8.315, -9.235)  (11.352, -5.054)
step= 20  t=20.000  (12.119, 0.000)  (11.071, 4.929)  (8.109, 9.006)  (3.745, 11.526)  (-1.267, 12.053)  (-6.060, 10.496)  (-9.805, 7.123)  (-11.854, 2.520)  (-11.854, -2.520)  (-9.805, -7.123)  (-6.060, -10.496)  (-1.267, -12.053)  (3.745, -11.526)  (8.109, -9.006)  (11.071, -4.929)
step= 21  t=21.000  (11.863, 0.000)  (10.837, 4.825)  (7.938, 8.816)  (3.666, 11.282)  (-1.240, 11.798)  (-5.931, 10.274)  (-9.597, 6.973)  (-11.604, 2.466)  (-11.604, -2.466)  (-9.597, -6.973)  (-5.931, -10.274)  (-1.240, -11.798)  (3.666, -11.282)  (7.938, -8.816)  (10.837, -4.825)
step= 22  t=22.000  (11.649, 0.000)  (10.642, 4.738)  (7.795, 8.657)  (3.600, 11.079)  (-1.218, 11.585)  (-5.825, 10.089)  (-9.424, 6.847)  (-11.395, 2.422)  (-11.395, -2.422)  (-9.424, -6.847)  (-5.825, -10.089)  (-1.218, -11.585)  (3.600, -11.079)  (7.795, -8.657)  (10.642, -4.738)
step= 23  t=23.000  (11.471, 0.000)  (10.480, 4.666)  (7.676, 8.525)  (3.545, 10.910)  (-1.199, 11.408)  (-5.736, 9.934)  (-9.280, 6.743)  (-11.221, 2.385)  (-11.221, -2.385)  (-9.280, -6.743)  (-5.736, -9.934)  (-1.199, -11.408)  (3.545, -10.910)  (7.676, -8.525)  (10.480, -4.666)
step= 24  t=24.000  (11.323, 0.000)  (10.344, 4.605)  (7.577, 8.415)  (3.499, 10.769)  (-1.184, 11.261)  (-5.661, 9.806)  (-9.160, 6.655)  (-11.076, 2.354)  (-11.076, -2.354)  (-9.160, -6.655)  (-5.661, -9.806)  (-1.184, -11.261)  (3.499, -10.769)  (7.577, -8.415)  (10.344, -4.605)
step= 25  t=25.000  (11.199, 0.000)  (10.231, 4.555)  (7.494, 8.323)  (3.461, 10.651)  (-1.171, 11.138)  (-5.600, 9.699)  (-9.061, 6.583)  (-10.955, 2.328)  (-10.955, -2.328)  (-9.061, -6.583)  (-5.600, -9.699)  (-1.171, -11.138)  (3.461, -10.651)  (7.494, -8.323)  (10.231, -4.555)
step= 26  t=26.000  (11.096, 0.000)  (10.137, 4.513)  (7.425, 8.246)  (3.429, 10.553)  (-1.160, 11.036)  (-5.548, 9.610)  (-8.977, 6.522)  (-10.854, 2.307)  (-10.854, -2.307)  (-8.977, -6.522)  (-5.548, -9.610)  (-1.160, -11.036)  (3.429, -10.553)  (7.425, -8.246)  (10.137, -4.513)
step= 27  t=27.000  (11.011, 0.000)  (10.059, 4.478)  (7.368, 8.182)  (3.402, 10.472)  (-1.151, 10.950)  (-5.505, 9.535)  (-8.908, 6.472)  (-10.770, 2.289)  (-10.770, -2.289)  (-8.908, -6.472)  (-5.505, -9.535)  (-1.151, -10.950)  (3.402, -10.472)  (7.368, -8.182)  (10.059, -4.478)
step= 28  t=28.000  (10.939, 0.000)  (9.993, 4.449)  (7.320, 8.129)  (3.380, 10.404)  (-1.143, 10.879)  (-5.470, 9.473)  (-8.850, 6.430)  (-10.700, 2.274)  (-10.700, -2.274)  (-8.850, -6.430)  (-5.470, -9.473)  (-1.143, -10.879)  (3.380, -10.404)  (7.320, -8.129)  (9.993, -4.449)
step= 29  t=29.000  (10.879, 0.000)  (9.939, 4.425)  (7.280, 8.085)  (3.362, 10.347)  (-1.137, 10.820)  (-5.440, 9.422)  (-8.802, 6.395)  (-10.642, 2.262)  (-10.642, -2.262)  (-8.802, -6.395)  (-5.440, -9.422)  (-1.137, -10.820)  (3.362, -10.347)  (7.280, -8.085)  (9.939, -4.425)
step= 30  t=30.000  (10.830, 0.000)  (9.893, 4.405)  (7.247, 8.048)  (3.347, 10.300)  (-1.132, 10.770)  (-5.415, 9.379)  (-8.761, 6.366)  (-10.593, 2.252)  (-10.593, -2.252)  (-8.761, -6.366)  (-5.415, -9.379)  (-1.132, -10.770)  (3.347, -10.300)  (7.247, -8.048)  (9.893, -4.405)
step= 31  t=31.000  (10.788, 0.000)  (9.856, 4.388)  (7.219, 8.017)  (3.334, 10.260)  (-1.128, 10.729)  (-5.394, 9.343)  (-8.728, 6.341)  (-10.553, 2.243)  (-10.553, -2.243)  (-8.728, -6.341)  (-5.394, -9.343)  (-1.128, -10.729)  (3.334, -10.260)  (7.219, -8.017)  (9.856, -4.388)
step= 32  t=32.000  (10.754, 0.000)  (9.824, 4.374)  (7.196, 7.992)  (3.323, 10.228)  (-1.124, 10.695)  (-5.377, 9.313)  (-8.700, 6.321)  (-10.519, 2.236)  (-10.519, -2.236)  (-8.700, -6.321)  (-5.377, -9.313)  (-1.124, -10.695)  (3.323, -10.228)  (7.196, -7.992)  (9.824, -4.374)
step= 33  t=33.000  (10.725, 0.000)  (9.798, 4.362)  (7.177, 7.970)  (3.314, 10.200)  (-1.121, 10.666)  (-5.363, 9.288)  (-8.677, 6.304)  (-10.491, 2.230)  (-10.491, -2.230)  (-8.677, -6.304)  (-5.363, -9.288)  (-1.121, -10.666)  (3.314, -10.200)  (7.177, -7.970)  (9.798, -4.362)
step= 34  t=34.000  (10.701, 0.000)  (9.776, 4.353)  (7.160, 7.953)  (3.307, 10.177)  (-1.119, 10.643)  (-5.351, 9.267)  (-8.657, 6.290)  (-10.467, 2.225)  (-10.467, -2.225)  (-8.657, -6.290)  (-5.351, -9.267)  (-1.119, -10.643)  (3.307, -10.177)  (7.160, -7.953)  (9.776, -4.353)
step= 35  t=35.000  (10.681, 0.000)  (9.758, 4.344)  (7.147, 7.938)  (3.301, 10.158)  (-1.116, 10.623)  (-5.341, 9.250)  (-8.641, 6.278)  (-10.448, 2.221)  (-10.448, -2.221)  (-8.641, -6.278)  (-5.341, -9.250)  (-1.116, -10.623)  (3.301, -10.158)  (7.147, -7.938)  (9.758, -4.344)
step= 36  t=36.000  (10.665, 0.000)  (9.743, 4.338)  (7.136, 7.925)  (3.296, 10.143)  (-1.115, 10.606)  (-5.332, 9.236)  (-8.628, 6.268)  (-10.432, 2.217)  (-10.432, -2.217)  (-8.628, -6.268)  (-5.332, -9.236)  (-1.115, -10.606)  (3.296, -10.143)  (7.136, -7.925)  (9.743, -4.338)
step= 37  t=37.000  (10.651, 0.000)  (9.730, 4.332)  (7.127, 7.915)  (3.291, 10.129)  (-1.113, 10.592)  (-5.325, 9.224)  (-8.617, 6.260)  (-10.418, 2.214)  (-10.418, -2.214)  (-8.617, -6.260)  (-5.325, -9.224)  (-1.113, -10.592)  (3.291, -10.129)  (7.127, -7.915)  (9.730, -4.332)
step= 38  t=38.000  (10.639, 0.000)  (9.719, 4.327)  (7.119, 7.906)  (3.288, 10.118)  (-1.112, 10.581)  (-5.320, 9.214)  (-8.607, 6.254)  (-10.407, 2.212)  (-10.407, -2.212)  (-8.607, -6.254)  (-5.320, -9.214)  (-1.112, -10.581)  (3.288, -10.118)  (7.119, -7.906)  (9.719, -4.327)
step= 39  t=39.000  (10.630, 0.000)  (9.711, 4.323)  (7.113, 7.899)  (3.285, 10.109)  (-1.111, 10.571)  (-5.315, 9.205)  (-8.599, 6.248)  (-10.397, 2.210)  (-10.397, -2.210)  (-8.599, -6.248)  (-5.315, -9.205)  (-1.111, -10.571)  (3.285, -10.109)  (7.113, -7.899)  (9.711, -4.323)
step= 40  t=40.000  (10.622, 0.000)  (9.703, 4.320)  (7.107, 7.893)  (3.282, 10.102)  (-1.110, 10.563)  (-5.311, 9.199)  (-8.593, 6.243)  (-10.389, 2.208)  (-10.389, -2.208)  (-8.593, -6.243)  (-5.311, -9.199)  (-1.110, -10.563)  (3.282, -10.102)  (7.107, -7.893)  (9.703, -4.320)
step= 41  t=41.000  (10.615, 0.000)  (9.697, 4.317)  (7.103, 7.888)  (3.280, 10.095)  (-1.110, 10.557)  (-5.307, 9.193)  (-8.588, 6.239)  (-10.383, 2.207)  (-10.383, -2.207)  (-8.588, -6.239)  (-5.307, -9.193)  (-1.110, -10.557)  (3.280, -10.095)  (7.103, -7.888)  (9.697, -4.317)
step= 42  t=42.000  (10.609, 0.000)  (9.692, 4.315)  (7.099, 7.884)  (3.278, 10.090)  (-1.109, 10.551)  (-5.305, 9.188)  (-8.583, 6.236)  (-10.377, 2.206)  (-10.377, -2.206)  (-8.583, -6.236)  (-5.305, -9.188)  (-1.109, -10.551)  (3.278, -10.090)  (7.099, -7.884)  (9.692, -4.315)
step= 43  t=43.000  (10.605, 0.000)  (9.688, 4.313)  (7.096, 7.881)  (3.277, 10.086)  (-1.108, 10.547)  (-5.302, 9.184)  (-8.579, 6.233)  (-10.373, 2.205)  (-10.373, -2.205)  (-8.579, -6.233)  (-5.302, -9.184)  (-1.108, -10.547)  (3.277, -10.086)  (7.096, -7.881)  (9.688, -4.313)
step= 44  t=44.000  (10.601, 0.000)  (9.684, 4.312)  (7.093, 7.878)  (3.276, 10.082)  (-1.108, 10.543)  (-5.300, 9.181)  (-8.576, 6.231)  (-10.369, 2.204)  (-10.369, -2.204)  (-8.576, -6.231)  (-5.300, -9.181)  (-1.108, -10.543)  (3.276, -10.082)  (7.093, -7.878)  (9.684, -4.312)
step= 45  t=45.000  (10.598, 0.000)  (9.681, 4.310)  (7.091, 7.876)  (3.275, 10.079)  (-1.108, 10.539)  (-5.299, 9.178)  (-8.574, 6.229)  (-10.366, 2.203)  (-10.366, -2.203)  (-8.574, -6.229)  (-5.299, -9.178)  (-1.108, -10.539)  (3.275, -10.079)  (7.091, -7.876)  (9.681, -4.310)
step= 46  t=46.000  (10.595, 0.000)  (9.679, 4.309)  (7.089, 7.874)  (3.274, 10.076)  (-1.107, 10.537)  (-5.297, 9.175)  (-8.571, 6.227)  (-10.363, 2.203)  (-10.363, -2.203)  (-8.571, -6.227)  (-5.297, -9.175)  (-1.107, -10.537)  (3.274, -10.076)  (7.089, -7.874)  (9.679, -4.309)
step= 47  t=47.000  (10.593, 0.000)  (9.677, 4.308)  (7.088, 7.872)  (3.273, 10.074)  (-1.107, 10.535)  (-5.296, 9.173)  (-8.570, 6.226)  (-10.361, 2.202)  (-10.361, -2.202)  (-8.570, -6.226)  (-5.296, -9.173)  (-1.107, -10.535)  (3.273, -10.074)  (7.088, -7.872)  (9.677, -4.308)
step= 48  t=48.000  (10.591, 0.000)  (9.675, 4.308)  (7.087, 7.870)  (3.273, 10.072)  (-1.107, 10.533)  (-5.295, 9.172)  (-8.568, 6.225)  (-10.359, 2.202)  (-10.359, -2.202)  (-8.568, -6.225)  (-5.295, -9.172)  (-1.107, -10.533)  (3.273, -10.072)  (7.087, -7.870)  (9.675, -4.308)
step= 49  t=49.000  (10.589, 0.000)  (9.674, 4.307)  (7.086, 7.869)  (3.272, 10.071)  (-1.107, 10.531)  (-5.295, 9.171)  (-8.567, 6.224)  (-10.358, 2.202)  (-10.358, -2.202)  (-8.567, -6.224)  (-5.295, -9.171)  (-1.107, -10.531)  (3.272, -10.071)  (7.086, -7.869)  (9.674, -4.307)
step= 50  t=50.000  (10.588, 0.000)  (9.673, 4.306)  (7.085, 7.868)  (3.272, 10.070)  (-1.107, 10.530)  (-5.294, 9.169)  (-8.566, 6.223)  (-10.357, 2.201)  (-10.357, -2.201)  (-8.566, -6.223)  (-5.294, -9.169)  (-1.107, -10.530)  (3.272, -10.070)  (7.085, -7.868)  (9.673, -4.306)
step= 51  t=51.000  (10.587, 0.000)  (9.672, 4.306)  (7.084, 7.868)  (3.272, 10.069)  (-1.107, 10.529)  (-5.293, 9.168)  (-8.565, 6.223)  (-10.355, 2.201)  (-10.355, -2.201)  (-8.565, -6.223)  (-5.293, -9.168)  (-1.107, -10.529)  (3.272, -10.069)  (7.084, -7.868)  (9.672, -4.306)
step= 52  t=52.000  (10.586, 0.000)  (9.671, 4.306)  (7.083, 7.867)  (3.271, 10.068)  (-1.107, 10.528)  (-5.293, 9.168)  (-8.564, 6.222)  (-10.355, 2.201)  (-10.355, -2.201)  (-8.564, -6.222)  (-5.293, -9.168)  (-1.107, -10.528)  (3.271, -10.068)  (7.083, -7.867)  (9.671, -4.306)
step= 53  t=53.000  (10.585, 0.000)  (9.670, 4.305)  (7.083, 7.866)  (3.271, 10.067)  (-1.106, 10.527)  (-5.293, 9.167)  (-8.564, 6.222)  (-10.354, 2.201)  (-10.354, -2.201)  (-8.564, -6.222)  (-5.293, -9.167)  (-1.106, -10.527)  (3.271, -10.067)  (7.083, -7.866)  (9.670, -4.305)
step= 54  t=54.000  (10.585, 0.000)  (9.669, 4.305)  (7.082, 7.866)  (3.271, 10.066)  (-1.106, 10.527)  (-5.292, 9.166)  (-8.563, 6.221)  (-10.353, 2.201)  (-10.353, -2.201)  (-8.563, -6.221)  (-5.292, -9.166)  (-1.106, -10.527)  (3.271, -10.066)  (7.082, -7.866)  (9.669, -4.305)
step= 55  t=55.000  (10.584, 0.000)  (9.669, 4.305)  (7.082, 7.865)  (3.271, 10.066)  (-1.106, 10.526)  (-5.292, 9.166)  (-8.563, 6.221)  (-10.353, 2.201)  (-10.353, -2.201)  (-8.563, -6.221)  (-5.292, -9.166)  (-1.106, -10.526)  (3.271, -10.066)  (7.082, -7.865)  (9.669, -4.305)
step= 56  t=56.000  (10.584, 0.000)  (9.669, 4.305)  (7.082, 7.865)  (3.271, 10.066)  (-1.106, 10.526)  (-5.292, 9.166)  (-8.562, 6.221)  (-10.352, 2.200)  (-10.352, -2.200)  (-8.562, -6.221)  (-5.292, -9.166)  (-1.106, -10.526)  (3.271, -10.066)  (7.082, -7.865)  (9.669, -4.305)
step= 57  t=57.000  (10.583, 0.000)  (9.668, 4.305)  (7.082, 7.865)  (3.270, 10.065)  (-1.106, 10.525)  (-5.292, 9.165)  (-8.562, 6.221)  (-10.352, 2.200)  (-10.352, -2.200)  (-8.562, -6.221)  (-5.292, -9.165)  (-1.106, -10.525)  (3.270, -10.065)  (7.082, -7.865)  (9.668, -4.305)
step= 58  t=58.000  (10.583, 0.000)  (9.668, 4.304)  (7.081, 7.865)  (3.270, 10.065)  (-1.106, 10.525)  (-5.291, 9.165)  (-8.562, 6.220)  (-10.352, 2.200)  (-10.352, -2.200)  (-8.562, -6.220)  (-5.291, -9.165)  (-1.106, -10.525)  (3.270, -10.065)  (7.081, -7.865)  (9.668, -4.304)
step= 59  t=59.000  (10.583, 0.000)  (9.668, 4.304)  (7.081, 7.864)  (3.270, 10.065)  (-1.106, 10.525)  (-5.291, 9.165)  (-8.562, 6.220)  (-10.351, 2.200)  (-10.351, -2.200)  (-8.562, -6.220)  (-5.291, -9.165)  (-1.106, -10.525)  (3.270, -10.065)  (7.081, -7.864)  (9.668, -4.304)
step= 60  t=60.000  (10.582, 0.000)  (9.668, 4.304)  (7.081, 7.864)  (3.270, 10.065)  (-1.106, 10.524)  (-5.291, 9.165)  (-8.561, 6.220)  (-10.351, 2.200)  (-10.351, -2.200)  (-8.561, -6.220)  (-5.291, -9.165)  (-1.106, -10.524)  (3.270, -10.065)  (7.081, -7.864)  (9.668, -4.304)
step= 61  t=61.000  (10.582, 0.000)  (9.667, 4.304)  (7.081, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.165)  (-8.561, 6.220)  (-10.351, 2.200)  (-10.351, -2.200)  (-8.561, -6.220)  (-5.291, -9.165)  (-1.106, -10.524)  (3.270, -10.064)  (7.081, -7.864)  (9.667, -4.304)
step= 62  t=62.000  (10.582, 0.000)  (9.667, 4.304)  (7.081, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.351, 2.200)  (-10.351, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.524)  (3.270, -10.064)  (7.081, -7.864)  (9.667, -4.304)
step= 63  t=63.000  (10.582, 0.000)  (9.667, 4.304)  (7.081, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.351, 2.200)  (-10.351, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.524)  (3.270, -10.064)  (7.081, -7.864)  (9.667, -4.304)
step= 64  t=64.000  (10.582, 0.000)  (9.667, 4.304)  (7.081, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.351, 2.200)  (-10.351, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.524)  (3.270, -10.064)  (7.081, -7.864)  (9.667, -4.304)
step= 65  t=65.000  (10.582, 0.000)  (9.667, 4.304)  (7.081, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.351, 2.200)  (-10.351, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.524)  (3.270, -10.064)  (7.081, -7.864)  (9.667, -4.304)
step= 66  t=66.000  (10.582, 0.000)  (9.667, 4.304)  (7.081, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.351, 2.200)  (-10.351, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.524)  (3.270, -10.064)  (7.081, -7.864)  (9.667, -4.304)
step= 67  t=67.000  (10.582, 0.000)  (9.667, 4.304)  (7.081, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.524)  (3.270, -10.064)  (7.081, -7.864)  (9.667, -4.304)
step= 68  t=68.000  (10.582, 0.000)  (9.667, 4.304)  (7.081, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.524)  (3.270, -10.064)  (7.081, -7.864)  (9.667, -4.304)
step= 69  t=69.000  (10.582, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.524)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 70  t=70.000  (10.582, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.524)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 71  t=71.000  (10.582, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.524)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 72  t=72.000  (10.582, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.524)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
step= 73  t=73.000  (10.582, 0.000)  (9.667, 4.304)  (7.080, 7.864)  (3.270, 10.064)  (-1.106, 10.524)  (-5.291, 9.164)  (-8.561, 6.220)  (-10.350, 2.200)  (-10.350, -2.200)  (-8.561, -6.220)  (-5.291, -9.164)  (-1.106, -10.524)  (3.270, -10.064)  (7.080, -7.864)  (9.667, -4.304)
