step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 75  t=75.000  (-1.987, -0.223)  (-1.827, -0.811)  (-1.225, -1.580)  (-0.615, -1.902)  (0.356, -1.967)  (1.045, -1.705)  (1.483, -1.340)  (1.981, -0.271)  (1.917, 0.566)  (1.720, 1.018)  (0.874, 1.798)  (0.444, 1.949)  (-0.577, 1.914)  (-1.410, 1.417)  (-1.834, 0.795)
step= 76  t=76.000  (-1.987, -0.223)  (-1.827, -0.811)  (-1.225, -1.580)  (-0.615, -1.902)  (0.356, -1.967)  (1.045, -1.705)  (1.483, -1.340)  (1.981, -0.271)  (1.917, 0.566)  (1.720, 1.018)  (0.874, 1.798)  (0.444, 1.949)  (-0.577, 1.914)  (-1.410, 1.417)  (-1.834, 0.795)
step= 77  t=77.000  (-1.987, -0.223)  (-1.827, -0.811)  (-1.225, -1.580)  (-0.615, -1.902)  (0.356, -1.967)  (1.045, -1.705)  (1.483, -1.340)  (1.981, -0.271)  (1.917, 0.566)  (1.720, 1.018)  (0.874, 1.798)  (0.444, 1.949)  (-0.577, 1.914)  (-1.410, 1.417)  (-1.834, 0.795)
step= 78  t=78.000  (-1.987, -0.223)  (-1.827, -0.811)  (-1.225, -1.580)  (-0.615, -1.902)  (0.356, -1.967)  (1.045, -1.705)  (1.483, -1.340)  (1.981, -0.271)  (1.917, 0.566)  (1.720, 1.018)  (0.874, 1.798)  (0.444, 1.949)  (-0.577, 1.914)  (-1.410, 1.417)  (-1.834, 0.795)
step= 79  t=79.000  (-1.987, -0.223)  (-1.827, -0.811)  (-1.225, -1.580)  (-0.615, -1.902)  (0.356, -1.967)  (1.045, -1.705)  (1.483, -1.340)  (1.981, -0.271)  (1.917, 0.566)  (1.720, 1.018)  (0.874, 1.798)  (0.444, 1.949)  (-0.577, 1.914)  (-1.410, 1.417)  (-1.834, 0.795)
step= 80  t=80.000  (-1.987, -0.223)  (-1.827, -0.811)  (-1.225, -1.580)  (-0.615, -1.902)  (0.356, -1.967)  (1.045, -1.705)  (1.483, -1.340)  (1.981, -0.271)  (1.917, 0.566)  (1.720, 1.018)  (0.874, 1.798)  (0.444, 1.949)  (-0.577, 1.914)  (-1.410, 1.417)  (-0.404, 0.175)
step= 81  t=81.000  (-1.987, -0.223)  (-1.827, -0.811)  (-1.225, -1.580)  (-0.615, -1.902)  (0.317, -1.751)  (1.045, -1.705)  (1.483, -1.340)  (1.981, -0.271)  (1.917, 0.566)  (1.720, 1.018)  (0.874, 1.798)  (0.444, 1.949)  (-0.577, 1.914)  (-1.410, 1.417)  (0.000, 0.000)
step= 82  t=82.000  (-1.987, -0.223)  (-1.388, -0.617)  (-1.225, -1.580)  (-0.615, -1.902)  (0.000, 0.000)  (1.045, -1.705)  (1.483, -1.340)  (1.981, -0.271)  (1.917, 0.566)  (0.053, 0.032)  (0.874, 1.798)  (0.444, 1.949)  (-0.577, 1.914)  (-1.410, 1.417)  (0.000, 0.000)
step= 83  t=83.000  (-1.987, -0.223)  (0.000, 0.000)  (-1.225, -1.580)  (-0.615, -1.902)  (0.000, 0.000)  (0.196, -0.321)  (1.483, -1.340)  (1.415, -0.193)  (1.442, 0.426)  (0.000, 0.000)  (0.250, 0.514)  (0.444, 1.949)  (-0.577, 1.914)  (-0.386, 0.388)  (0.000, 0.000)
step= 84  t=84.000  (-0.867, -0.097)  (0.000, 0.000)  (-1.225, -1.580)  (-0.344, -1.063)  (0.000, 0.000)  (0.000, 0.000)  (1.483, -1.340)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.444, 1.949)  (-0.122, 0.405)  (0.000, 0.000)  (0.000, 0.000)
step= 85  t=85.000  (0.000, 0.000)  (0.000, 0.000)  (-0.418, -0.539)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.483, -1.340)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.444, 1.949)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 86  t=86.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.349, -1.219)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.444, 1.949)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 87  t=87.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.092, 0.404)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
